H0 ombh2 omch2 As ns chi
68.40711585577048 0.022305458895000418 0.11797034165561604 2.2113395822558098e-09 0.9695444549558756 4346.808566829054
68.25153584122603 0.02230386213914457 0.1177349642424857 2.1499556137602448e-09 0.9684314463379973 3025.9315831746353
68.43551393146977 0.022362369151247136 0.11712399983136595 2.1072551133365384e-09 0.9696167887095867 2635.4674024055803
68.6227892094768 0.022394859808643308 0.11674206528798399 2.1048464256306064e-09 0.9696818998600263 2629.754330034557
68.90651734534208 0.022471441152371197 0.11660738266596207 2.0814105820792465e-09 0.9702243784628475 2585.714912209527
68.90651734534208 0.022471441152371197 0.11660738266596207 2.0814105820792465e-09 0.9702243784628475 2585.714912209527
68.90651734534208 0.022471441152371197 0.11660738266596207 2.0814105820792465e-09 0.9702243784628475 2585.714912209527
68.90651734534208 0.022471441152371197 0.11660738266596207 2.0814105820792465e-09 0.9702243784628475 2585.714912209527
68.90651734534208 0.022471441152371197 0.11660738266596207 2.0814105820792465e-09 0.9702243784628475 2585.714912209527
68.90651734534208 0.022471441152371197 0.11660738266596207 2.0814105820792465e-09 0.9702243784628475 2585.714912209527
68.76094196781871 0.02244660496308117 0.11602123167732399 2.0777889005848814e-09 0.9711575716809712 2582.6734604606854
68.76094196781871 0.02244660496308117 0.11602123167732399 2.0777889005848814e-09 0.9711575716809712 2582.6734604606854
68.76094196781871 0.02244660496308117 0.11602123167732399 2.0777889005848814e-09 0.9711575716809712 2582.6734604606854
68.76094196781871 0.02244660496308117 0.11602123167732399 2.0777889005848814e-09 0.9711575716809712 2582.6734604606854
68.76094196781871 0.02244660496308117 0.11602123167732399 2.0777889005848814e-09 0.9711575716809712 2582.6734604606854
68.76094196781871 0.02244660496308117 0.11602123167732399 2.0777889005848814e-09 0.9711575716809712 2582.6734604606854
68.76094196781871 0.02244660496308117 0.11602123167732399 2.0777889005848814e-09 0.9711575716809712 2582.6734604606854
68.76094196781871 0.02244660496308117 0.11602123167732399 2.0777889005848814e-09 0.9711575716809712 2582.6734604606854
68.76094196781871 0.02244660496308117 0.11602123167732399 2.0777889005848814e-09 0.9711575716809712 2582.6734604606854
68.76094196781871 0.02244660496308117 0.11602123167732399 2.0777889005848814e-09 0.9711575716809712 2582.6734604606854
68.76094196781871 0.02244660496308117 0.11602123167732399 2.0777889005848814e-09 0.9711575716809712 2582.6734604606854
68.76094196781871 0.02244660496308117 0.11602123167732399 2.0777889005848814e-09 0.9711575716809712 2582.6734604606854
68.76094196781871 0.02244660496308117 0.11602123167732399 2.0777889005848814e-09 0.9711575716809712 2582.6734604606854
68.71722515859904 0.02247826717468443 0.11662395883776713 2.0894607298616082e-09 0.970213810782889 2584.35222202622
68.71722515859904 0.02247826717468443 0.11662395883776713 2.0894607298616082e-09 0.970213810782889 2584.35222202622
68.71722515859904 0.02247826717468443 0.11662395883776713 2.0894607298616082e-09 0.970213810782889 2584.35222202622
68.71722515859904 0.02247826717468443 0.11662395883776713 2.0894607298616082e-09 0.970213810782889 2584.35222202622
68.71722515859904 0.02247826717468443 0.11662395883776713 2.0894607298616082e-09 0.970213810782889 2584.35222202622
68.71722515859904 0.02247826717468443 0.11662395883776713 2.0894607298616082e-09 0.970213810782889 2584.35222202622
68.71722515859904 0.02247826717468443 0.11662395883776713 2.0894607298616082e-09 0.970213810782889 2584.35222202622
68.71722515859904 0.02247826717468443 0.11662395883776713 2.0894607298616082e-09 0.970213810782889 2584.35222202622
68.71722515859904 0.02247826717468443 0.11662395883776713 2.0894607298616082e-09 0.970213810782889 2584.35222202622
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.79176571726991 0.022540529487513755 0.11707605959140213 2.0893758532391582e-09 0.9724894940251974 2581.8383879314333
68.75180127752097 0.022573292407217466 0.1169957660434704 2.0786869821557888e-09 0.9737074645130317 2581.358729915586
68.75180127752097 0.022573292407217466 0.1169957660434704 2.0786869821557888e-09 0.9737074645130317 2581.358729915586
68.75180127752097 0.022573292407217466 0.1169957660434704 2.0786869821557888e-09 0.9737074645130317 2581.358729915586
68.75180127752097 0.022573292407217466 0.1169957660434704 2.0786869821557888e-09 0.9737074645130317 2581.358729915586
68.75180127752097 0.022573292407217466 0.1169957660434704 2.0786869821557888e-09 0.9737074645130317 2581.358729915586
68.54927566681823 0.022600329375680784 0.11699647455134496 2.0811175052564697e-09 0.9740426572327927 2581.1176345771983
68.54927566681823 0.022600329375680784 0.11699647455134496 2.0811175052564697e-09 0.9740426572327927 2581.1176345771983
68.54927566681823 0.022600329375680784 0.11699647455134496 2.0811175052564697e-09 0.9740426572327927 2581.1176345771983
68.54927566681823 0.022600329375680784 0.11699647455134496 2.0811175052564697e-09 0.9740426572327927 2581.1176345771983
68.54927566681823 0.022600329375680784 0.11699647455134496 2.0811175052564697e-09 0.9740426572327927 2581.1176345771983
68.54927566681823 0.022600329375680784 0.11699647455134496 2.0811175052564697e-09 0.9740426572327927 2581.1176345771983
68.49082760291199 0.022537156767119596 0.11709172429582236 2.0782967313384083e-09 0.9775892541619788 2582.5485395955175
68.49082760291199 0.022537156767119596 0.11709172429582236 2.0782967313384083e-09 0.9775892541619788 2582.5485395955175
68.49082760291199 0.022537156767119596 0.11709172429582236 2.0782967313384083e-09 0.9775892541619788 2582.5485395955175
68.49082760291199 0.022537156767119596 0.11709172429582236 2.0782967313384083e-09 0.9775892541619788 2582.5485395955175
68.49082760291199 0.022537156767119596 0.11709172429582236 2.0782967313384083e-09 0.9775892541619788 2582.5485395955175
68.49082760291199 0.022537156767119596 0.11709172429582236 2.0782967313384083e-09 0.9775892541619788 2582.5485395955175
68.49082760291199 0.022537156767119596 0.11709172429582236 2.0782967313384083e-09 0.9775892541619788 2582.5485395955175
