chi H0 ombh2 omch2 tau As ns
2596.2855644746833 68.40711585577048 0.022305458895000418 0.11797034165561604 0.0841604355852194 2.2113395822558098e-09 0.9695444549558756
2596.2855644746833 68.40711585577048 0.022305458895000418 0.11797034165561604 0.0841604355852194 2.2113395822558098e-09 0.9695444549558756
2581.1049990583 68.29071412752687 0.022330019236758196 0.11806933212012065 0.07575802027920675 2.186958753850877e-09 0.9708407860845748
2581.1049990583 68.29071412752687 0.022330019236758196 0.11806933212012065 0.07575802027920675 2.186958753850877e-09 0.9708407860845748
2581.1049990583 68.29071412752687 0.022330019236758196 0.11806933212012065 0.07575802027920675 2.186958753850877e-09 0.9708407860845748
2581.1049990583 68.29071412752687 0.022330019236758196 0.11806933212012065 0.07575802027920675 2.186958753850877e-09 0.9708407860845748
2581.1049990583 68.29071412752687 0.022330019236758196 0.11806933212012065 0.07575802027920675 2.186958753850877e-09 0.9708407860845748
2581.1049990583 68.29071412752687 0.022330019236758196 0.11806933212012065 0.07575802027920675 2.186958753850877e-09 0.9708407860845748
2581.1049990583 68.29071412752687 0.022330019236758196 0.11806933212012065 0.07575802027920675 2.186958753850877e-09 0.9708407860845748
2581.1049990583 68.29071412752687 0.022330019236758196 0.11806933212012065 0.07575802027920675 2.186958753850877e-09 0.9708407860845748
2581.1049990583 68.29071412752687 0.022330019236758196 0.11806933212012065 0.07575802027920675 2.186958753850877e-09 0.9708407860845748
2581.1049990583 68.29071412752687 0.022330019236758196 0.11806933212012065 0.07575802027920675 2.186958753850877e-09 0.9708407860845748
2581.1049990583 68.29071412752687 0.022330019236758196 0.11806933212012065 0.07575802027920675 2.186958753850877e-09 0.9708407860845748
2581.1049990583 68.29071412752687 0.022330019236758196 0.11806933212012065 0.07575802027920675 2.186958753850877e-09 0.9708407860845748
2581.1049990583 68.29071412752687 0.022330019236758196 0.11806933212012065 0.07575802027920675 2.186958753850877e-09 0.9708407860845748
2581.1049990583 68.29071412752687 0.022330019236758196 0.11806933212012065 0.07575802027920675 2.186958753850877e-09 0.9708407860845748
2581.1049990583 68.29071412752687 0.022330019236758196 0.11806933212012065 0.07575802027920675 2.186958753850877e-09 0.9708407860845748
2581.1049990583 68.29071412752687 0.022330019236758196 0.11806933212012065 0.07575802027920675 2.186958753850877e-09 0.9708407860845748
